ID,Pred
1,0.5159537999306765
2,0.4606008450684709
3,0.5153261616353829
4,0.49467185018358545
5,0.8131072853353408
6,0.45836707772569457
7,0.5030159823961466
8,0.5215330454461419
9,0.5098770881426365
10,0.5030177427539853
11,0.5004836197447166
12,0.5112478016880251
13,0.4804136455930678
14,0.5067892589756636
15,0.5148400684280323
16,0.5176583170794113
17,0.5054811498762317
18,0.5127835319988533
19,0.5068577112005056
20,0.5205431788181327
21,0.5396990812747833
22,0.5087090397029754
23,0.5132612978740942
24,0.5020239158462626
25,0.5524204789542511
26,0.510650919422998
27,0.508169931665031
28,0.5275351544105563
29,0.5044329670257496
30,0.5219730791410412
31,0.49051456625381906
32,0.5417413283969841
33,0.5056702456650601
34,0.49769124089000727
35,0.5045349486113796
36,0.51019370364348
37,0.5009146527598257
38,0.5390093408032046
39,0.49372714447032107
40,0.5829123634763927
41,0.5220426388636249
42,0.5081418231144054
43,0.4981709612004682
44,0.5010194549549647
45,0.5183036274857498
46,0.5125460608712246
47,0.5003950661855329
48,0.5367329760941317
49,0.48939273398349153
50,0.5176081099708219
51,0.5044211940324412
52,0.5299969459431372
53,0.503705864666802
54,0.48895532224864774
55,0.5015210272109546
56,0.557962693834637
57,0.4987412839664116
58,0.49828907993642596
59,0.5085092780258602
60,0.50851220390298
61,0.5054269968975162
62,0.5208270235247712
63,0.5792700556888013
64,0.5072954469396304
65,0.5126535365831014
66,0.5155756753430674
67,0.5077365427393237
68,0.48867402579662117
69,0.4981860718603815
70,0.5121397503811519
71,0.5093897541173348
72,0.48530751162453456
73,0.5091890316135093
74,0.4972322165606271
75,0.5288221096159674
76,0.5552496095720465
77,0.5020300937840236
78,0.506528500679272
79,0.4982073044239065
80,0.5005632692045651
81,0.5137856499304982
82,0.5014158880978659
83,0.509361637722284
84,0.549707605933018
85,0.6049347342163854
86,0.4826699037369004
87,0.5082165378707324
88,0.5062479463502857
89,0.5681744143598062
90,0.49712148113349475
91,0.553441651512196
92,0.5152990014580286
93,0.5132371874625177
94,0.5478841907628195
95,0.4819813122426079
96,0.5310884447371947
97,0.5392068289335454
98,0.4959507015052625
99,0.5054976925520789
100,0.5091014996756054
101,0.5102334134538927
102,0.5127566865126933
103,0.5088130784087284
104,0.47139404370972454
105,0.4771143519379415
106,0.48706998673200946
107,0.5051362753367387
108,0.5423838640371721
109,0.5328142613539122
110,0.5663171509514842
111,0.5319914655144967
112,0.5012186691411158
113,0.5022221734632935
114,0.5128974357954066
115,0.5040694483357696
116,0.6080637639038051
117,0.5015892721399835
118,0.5123807745547533
119,0.5326310824344598
120,0.5212196606918431
121,0.511878385150717
122,0.5224951691825378
123,0.5110548570708007
124,0.5236449049842895
125,0.5153471848316334
126,0.5395488588754878
127,0.510405166734202
128,0.5072979739568532
129,0.503760801187199
130,0.6070485489860459
131,0.5090688197543101
132,0.5468635476972751
133,0.48618483970499055
134,0.5078930748711603
135,0.5117905088691228
136,0.5175257684402089
137,0.5081015110584748
138,0.5197977513611566
139,0.5204321494628863
140,0.5353426712562136
141,0.48996554320739627
142,0.4938770240230233
143,0.5167464365453202
144,0.5223433494898246
145,0.49451919651660237
146,0.49828410189068284
147,0.497958597227464
148,0.5146957402967743
149,0.5089518110979386
150,0.5304380956679193
151,0.503008153096629
152,0.4972656629073995
153,0.5004675803360604
154,0.48293293561358075
155,0.4369545162896362
156,0.5227226568623485
157,0.48576023617353
158,0.502430610527791
159,0.47892209788728257
160,0.49523157094075815
161,0.5110071200301177
162,0.542413948753889
163,0.46566975500689295
164,0.5350351609735877
165,0.5294419131946123
166,0.5062240009042415
167,0.5300610306949285
168,0.5013831678274557
169,0.5574323867144709
170,0.484233069017733
171,0.5073411585839896
172,0.5058138087210587
173,0.5234912238972051
174,0.49811946490664794
175,0.699053295715051
176,0.5090492938143056
177,0.5355940829291242
178,0.49236831119155033
179,0.4867948412755115
180,0.4980771945904408
181,0.5041276385547813
182,0.4954087733205038
183,0.5253272083083816
184,0.5039025266750983
185,0.513928647741608
186,0.5071591150479701
187,0.482541132109397
188,0.5102984114430577
189,0.5024243969606884
190,0.4996431442741953
191,0.5200848934410095
192,0.4915279923263755
193,0.5406184045090004
194,0.4955728362502008
195,0.5008847196788574
196,0.5481568595181899
197,0.5014899788725214
198,0.5046254233975334
199,0.48748581130709123
200,0.5291939448577643
201,0.5623495672601395
202,0.4928965400538162
203,0.48047020200101076
204,0.5430855973537391
205,0.5289954233166466
206,0.42222023465555614
207,0.5043479381011133
208,0.5187127139397628
209,0.49760827613185704
210,0.5019280021797721
211,0.519784087160653
212,0.5187640987026585
213,0.5067710727862151
214,0.46917756883606837
215,0.5154051293258041
216,0.5178192205769592
217,0.5066711253471207
218,0.5149160675477207
219,0.5174133011876799
220,0.5149788609523026
221,0.5075115365963959
222,0.5226558329748002
223,0.5312940174181345
224,0.5114336670944959
225,0.5079006255515345
226,0.45415542130847536
227,0.5026457189439252
228,0.4943936215864708
229,0.4986904436646922
230,0.4905768766774828
231,0.5212740631389808
232,0.4929165276602191
233,0.5037404077478782
234,0.5358699603828584
235,0.5041748037006696
236,0.606288178379662
237,0.35777747426853995
238,0.5082240603385135
239,0.502894501022835
240,0.5196791895629607
241,0.5213349702292452
242,0.49869949509856415
243,0.4963097831095795
244,0.5024612319053146
245,0.514848667612115
246,0.45913844718162267
247,0.5027924395702531
248,0.553860203628685
249,0.5661011386454871
250,0.4932670670057107
251,0.48225668558438367
252,0.5180363251788143
253,0.5063351074217937
254,0.5171366742398202
255,0.4988025074118623
256,0.4932852021876589
257,0.49507812747993435
258,0.4932950568882609
259,0.5053707156468681
260,0.5082565722877611
261,0.5010530023129656
262,0.5649854657314616
263,0.504251355692813
264,0.5202366080206097
265,0.4980606803862848
266,0.5059204909356906
267,0.5092278886889599
268,0.5135818753158532
269,0.5170848918678981
270,0.5042990545879878
271,0.5135254152181611
272,0.49135768902862187
273,0.5133085335968322
274,0.546868516259741
275,0.49747215794744193
276,0.516415629756046
277,0.5057653002567183
278,0.4944575151328755
279,0.5033728851987115
280,0.49730446438922915
281,0.5061026594537036
282,0.49879780838995635
283,0.5369229111650448
284,0.5075809712821369
285,0.49250731663946945
286,0.49741435980783827
287,0.5062246931327109
288,0.5475986303545667
289,0.5178374291961196
290,0.4975662410172534
291,0.7893446647597195
292,0.48815981330776603
293,0.5112465609461849
294,0.5181229843802679
295,0.40726149112821575
296,0.524327704233942
297,0.5280481832695776
298,0.512916959473585
299,0.5082589648732241
300,0.5566315356022182
301,0.4849929141582987
302,0.5181772948802793
303,0.49634761807317845
304,0.5348617052097945
305,0.5287878926221549
306,0.5093161514827731
307,0.5150000534978254
308,0.49291440431917577
309,0.5220561516365081
310,0.5134239887161528
311,0.5305239957887955
312,0.48785644985848114
313,0.5037545607423444
314,0.4822903169952865
315,0.500626812565448
316,0.5002076229214335
317,0.5053683792509798
318,0.5099675386458429
319,0.5134357056615367
320,0.5091151860080455
321,0.5215408920875346
322,0.5014452704516758
323,0.5031551160869481
324,0.4968832328355026
325,0.5073691526224119
326,0.6211565220523385
327,0.5237194754040027
328,0.5189181227658365
329,0.503081924419071
330,0.5040382559611126
331,0.4917942436207561
332,0.5198648256588948
333,0.5179175750927703
334,0.5076136115987703
335,0.5008362401023349
336,0.49857894882322784
337,0.49296995226086066
338,0.5209426618022803
339,0.5007776810975059
340,0.5210326233531746
341,0.5040981004588123
342,0.4941787930860917
343,0.5270825271428664
344,0.5124667868286161
345,0.5690896144127926
346,0.47963053993072663
347,0.5048536347195631
348,0.5015157119347575
349,0.4849334847740415
350,0.5237407663497944
351,0.5102367940842342
352,0.5239811567991577
353,0.4878320067983236
354,0.5104765050692643
355,0.4966996565844575
356,0.5084746435070037
357,0.5102765356564243
358,0.5066455882214179
359,0.4920788137956812
360,0.4937262283564921
361,0.5048339243333544
362,0.4984489109709199
363,0.5031251210580671
364,0.4859166155212099
365,0.5009660772072165
366,0.4785538325694873
367,0.5187286401820105
368,0.5196112465918297
369,0.5292204393659963
370,0.5123824498862332
371,0.4380132679548761
372,0.48646678524414416
373,0.4969343859188863
374,0.4725835092894375
375,0.5036169805246064
376,0.5045386201002041
377,0.4936562870955905
378,0.4916007386410973
379,0.4896552589739401
380,0.5098248823797481
381,0.5193200717250523
382,0.5033463139704613
383,0.5082718201257008
384,0.5079040102726076
385,0.5246029143168158
386,0.46964026614433274
387,0.538135099386785
388,0.5045703771125483
389,0.517335149214062
390,0.4944709654197419
391,0.5068611950636289
392,0.5230291681845298
393,0.49706130281216115
